23,580436	23,580436	23,580436	23,580436	29,8260259	28,38414124	29,8260259	28,38414124	24,13035346	23,580436	24,13035346	23,580436	0	10
18,46703643	18,46703643	18,46703643	18,46703643	18,46703643	18,46703643	18,46703643	18,46703643	19,55993057	19,05852679	19,55993057	19,05852679	0	10
32,44369977	29,85578682	32,44369977	29,85578682	27,4641995	26,17602736	27,4641995	26,17602736	28,23018259	26,88209537	28,23018259	26,88209537	5	10
21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	21,65555693	0	10
25,76706034	25,76706034	25,76706034	25,76706034	24,85537139	23,83462385	24,85537139	23,83462385	25,76706034	25,76706034	25,76706034	25,76706034	5	10
23,42058181	23,42058181	23,42058181	23,42058181	24,46928621	23,42058181	23,42058181	23,42058181	24,91809663	24,91809663	24,91809663	24,91809663	0	10
26,62019811	26,62019811	26,62019811	26,62019811	26,62019811	26,62019811	26,62019811	26,62019811	26,63729503	26,63729503	26,63729503	26,63729503	0	10
25,47155891	23,36877063	25,47155891	23,36877063	23,36877063	23,36877063	23,36877063	23,36877063	23,78845304	23,78845304	23,78845304	23,78845304	1	10
24,81457801	23,75168183	24,81457801	23,75168183	20,83247192	20,83247192	20,83247192	20,83247192	20,83247192	20,83247192	20,83247192	20,83247192	4	10
34,44100377	34,44100377	34,44100377	34,44100377	35,72896828	34,44100377	35,72896828	34,44100377	29,25092151	28,32407753	28,32407753	28,32407753	9	10
15,54092961	15,54092961	15,54092961	15,54092961	16,30094652	15,54092961	16,20621401	15,54092961	15,54092961	15,54092961	15,54092961	15,54092961	0	10
20,67031244	20,67031244	20,67031244	20,67031244	22,50528638	22,50528638	22,50528638	22,50528638	20,67031244	20,67031244	20,67031244	20,67031244	0	10
22,09764847	22,09764847	22,09764847	22,09764847	24,65925387	22,06624022	23,13096253	22,06624022	22,06624022	22,06624022	22,06624022	22,06624022	5	10
24,20666316	24,20666316	24,20666316	24,20666316	25,18497802	24,20666316	25,18497802	24,20666316	27,26488645	27,26488645	27,26488645	27,26488645	0	10
21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	21,4909793	0	10
24,16165946	23,59041762	23,59041762	23,59041762	23,56249901	23,56249901	23,56249901	23,56249901	23,84284666	23,84284666	23,84284666	23,84284666	4	10
21,2250989	21,2250989	21,2250989	21,2250989	25,27025333	21,2250989	23,43127178	21,2250989	26,20571212	24,30895236	24,30895236	24,30895236	0	10
24,09601275	23,48707768	23,48500026	23,48707768	23,07726636	23,07726636	23,07726636	23,07726636	23,13644599	23,13644599	23,13644599	23,13644599	4	10
22,30132428	22,30132428	22,30132428	22,30132428	20,23053095	20,23053095	20,23053095	20,23053095	20,23053095	20,23053095	20,23053095	20,23053095	4	10
20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	20,02495967	0	10
20,12049618	20,12049618	20,12049618	20,12049618	20,12049618	20,12049618	20,12049618	20,12049618	21,34997839	21,34997839	21,34997839	21,34997839	0	10
